acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,total_acc,total_gyro,roll_avg_acc_X,roll_avg_acc_Y,roll_avg_acc_Z,roll_avg_gyro_X,roll_avg_gyro_Y,roll_avg_gyro_Z,tlt_X,tlt_Y,Still_Time,fall
-0.49119794455123683,-2.6466419310440386,9.54107859484607,-0.5586375838635267,-2.5220278868194024,0.015470660631971918,9.77080491700179,2.5492125460571646,-1.9726859559997316,-3.372686978678274,8.446516661913355,-0.11245893873806873,-0.5102037949538543,-0.20229654756961632,-15.916497966487174,-3.035119279823136,7313.946552100985,1.0
-2.013618768970029,-4.37653145709284,8.265853241938942,0.5024405060088466,0.8357630919497112,-1.3182871906780653,9.492578227238047,1.6167117350264941,-1.977989482441238,-3.0284447957939458,8.546139299584729,-0.22169459968873162,-0.9804068462502191,0.07554145421221999,-28.029721415153254,-13.638565625158856,5110.014619987253,1.0
-1.9423988213205154,-4.4134123510018926,8.243455111163076,0.5896741825640582,0.8281031694340263,-1.2123401497495645,9.62378321544314,1.6717123361931896,-1.8735425621356274,-3.136830580432398,8.526511722165004,-0.31832189600181665,-0.9323218697550089,0.14613343186949776,-28.015633127567906,-13.60964516789835,5109.917249006165,1.0
-4.553959624016664,-6.992387540611208,-5.900285715926384,2.324324434489307,1.4073152692201256,-0.3884569638782051,10.206658809927367,2.653388873690434,-8.908013218636153,-2.117225712105528,-2.1445105454705797,-1.000996537211047,-1.196646560773895,0.3158177353245522,-130.34227858053808,-142.6360591822775,7314.00595363984,1.0
-1.9584392747517925,-4.345801329496651,8.265755994593267,0.5112323905512457,0.9302141387439042,-1.2694860272973258,9.561670457320316,1.654640922168449,-1.9215426155807143,-3.1384215579886003,8.590015679418228,-0.3174234324037022,-1.0094547602914716,0.1305720533795922,-28.063454002732694,-13.609511985206938,5109.982025009538,1.0
-1.9383529777594282,-4.461357638459596,8.236774107953783,0.49847971293506965,0.8346074078984386,-1.2691978209371353,9.53631510221306,1.6234072684677683,-1.8784240473932388,-3.1008066680170976,8.552704413781541,-0.3069131388493474,-1.0029967507056563,0.19318769426994797,-28.038384234630676,-13.622435170442133,5109.973444787785,1.0
-13.662380644643632,-1.6701587328743024,-4.539574007966032,0.4243749521464106,0.7476106421459611,-0.01193360561680989,14.439988993536934,0.8243445149424632,-9.204225973040996,-3.5700526222219437,-4.182566003741665,-0.02880021201395832,0.11875924127450788,-0.4057257289256009,-159.92290190187998,-108.47001316652378,5109.969660961638,1.0
-4.97314290256578,1.889051114458421,7.92566853868704,-0.1378358221493869,-0.07585280722493698,-0.021152860595556426,9.491281328717614,0.09711204746489774,-4.9152135925816625,1.7252319836124155,7.784648096670714,-0.07957562530474974,0.02564804428037234,0.005952970338279228,12.914810755855795,-32.3539194262798,5109.857927828239,1.0
-0.20005924722988894,-5.555093403517498,8.108978903067827,0.17090308333016457,0.12498696142166987,-0.1216544948528329,9.929655646370872,0.312072950125285,-1.7694410708291008,-6.691626748110648,7.343942343652582,0.008601067309382596,0.10275928323601827,0.009046689829239257,-34.196177443237396,-0.9981448319144883,5110.043553627578,1.0
-13.576005892228078,-1.7160974742026127,-4.510366753282745,0.43711283767121506,0.7554139067353239,-0.00610777512933324,14.472180951279128,0.845513914542638,-9.174171145779182,-3.572339935425768,-4.136746557035534,-0.10765166041143542,0.2114468800369813,-0.41418873938074946,-159.88520052618972,-108.50610459968901,5110.006916308766,1.0
1.5732657154894338,0.7422164579599531,-10.175862302462049,-0.09238388065230478,0.04831870811071871,0.06599272936611351,10.328222312515678,0.09804017123101343,1.5197377020399747,0.6670425277202134,-10.050266301568,-0.0956687737732729,-0.014504976091565612,0.03534292334974513,175.62480687281231,171.20174313050924,5110.0154925045,1.0
-4.939473958393836,1.7690226638208675,7.986420636746661,-0.2123651814122379,-0.08706098505119207,-0.03658666490324715,9.57419987659752,0.0940330410465794,-4.893071047497359,1.721825494342848,7.8285399155537805,-0.06444872465592803,0.034980153726271036,-0.021988371728188967,12.44888602100836,-31.610385472185612,7313.963139080695,1.0
-0.5101321284539216,-2.7216222470690754,9.414740865577265,-0.572776780520517,-2.485592140518874,-0.05448317134863589,9.842674311925197,2.59235008807461,-1.946293865305155,-3.361245896955502,8.503917459669392,-0.0974583065963128,-0.5677677914146517,-0.15598938291732575,-15.969793373099144,-3.066536397572382,7314.050934975948,1.0
-1.903683030566636,-4.430746617043267,8.323860174405215,0.563816366951811,0.8671030540822654,-1.3093760456742658,9.5515268427402,1.712642786275524,-1.837789367452565,-3.129677601999593,8.618385275884247,-0.32394706850021265,-1.0026251899500949,0.1005854340300482,-28.04260668669883,-13.682348330221728,5110.026219735529,1.0
-4.938271919678974,1.7887931361011569,7.958344848396794,-0.19662257023428376,-0.026663843958357615,0.0057102970132409964,9.546185596942196,0.10231370840689052,-4.925274759343289,1.749932670856923,7.967692185161983,-0.12927215575305595,-0.0005932153830807709,-0.09154795669471404,12.498418436789558,-31.680681319790583,7313.9899996886625,1.0
-13.635392858043858,-1.7074046503703488,-4.491992556218704,0.46308662841635523,0.7040009022001715,-0.000580763957135539,14.35874788239023,0.9177104493666829,-9.155213498974561,-3.5732235171377558,-4.249867244806788,-0.08129968280796995,0.24551684371813728,-0.4297758432718675,-159.82659567204735,-108.41726067635213,5109.972867650448,1.0
2.006856844436602,1.7630400969077225,-10.130481847011946,0.015993376964892822,0.00933501266345109,-0.0485738094464888,10.338785458617131,0.08936875251180554,1.7287352733629309,1.3877664698189482,-5.95372767094092,-0.7455317510426662,-0.24289377322324396,-0.38224626426373537,170.08620962882966,168.86383339811107,7313.94927605662,1.0
-11.1865124048762,0.10231367050705693,-6.545810545965599,0.19348351626245325,0.08777487379866387,-1.4594177957721859,13.061000344846477,1.4291240000195347,-9.154538382842004,-4.043529723520349,-5.041343181452615,0.0649434117830536,0.1722614774930063,-0.10300293835339705,178.92509624043387,-120.27514612181467,7314.0387070465995,1.0
1.9761747700323762,1.7796161816838478,-10.12835394677369,-0.1102154360556296,0.08213993123849253,-0.04394253775919726,10.47176804746903,0.16557178827890412,1.752025918879232,1.522635391026714,-5.975397423510488,-0.5973737296460339,-0.29054628043761993,-0.2896156399029848,170.00807586045548,168.90734286094644,7314.0513177680405,1.0
-0.2162672486378886,-5.509969600401697,8.18523415427904,0.24131361250772396,0.13681419717831542,-0.07812455404232811,9.852340746601623,0.2100495125110583,-1.6636906783152123,-6.7014796812081885,7.307762538913468,0.003745684949051968,0.13144958654988922,-0.022592022313734667,-34.133442382617794,-0.9735135518947908,5110.005783893287,1.0
-5.061694095813469,1.8379502130218512,7.922113458303501,-0.11048497468161372,0.01791967773505205,-0.0645498570330865,9.646674879915706,0.046447311277103914,-4.89692146763995,1.7643625275328434,7.903432895416356,-0.1723542443432448,0.0011924735522544968,0.00645607951091025,12.871781462915493,-32.321821571237365,5109.959626738079,1.0
1.5340200613166801,0.8037217234620668,-10.172262897556099,-0.08716205031632263,-0.05684697472054441,-0.007728324457995414,10.30121696167364,0.062021610171069885,1.4174177293809136,0.7351252933680303,-10.067286773045891,-0.1445668388901698,0.030249330244657577,0.0003569373457206707,175.56764474546898,171.17910987132703,5109.937974159142,1.0
-1.847664238966174,-6.858729284111127,7.84486765053704,-0.8414684864648866,0.3687300775012874,-0.2763965606008389,10.746949126033398,0.8231414293093795,-0.3646150682544222,-5.2648263829548245,7.262129280709591,-0.44814817287631786,-0.13531356735456307,0.06237576578059075,-41.229551916907624,-13.342364930018686,5110.0502807337925,1.0
-8.295827764331648,1.998984203333685,4.004380665981542,-0.5697058456768602,-1.2484865550679982,0.37798909097270944,9.471359971082054,1.3762469836099755,-9.106796392412301,-3.272633636392679,-3.6620280038293855,-1.0794332240859021,-1.2399197471649914,0.38667045687710067,25.093311396892208,-64.2325529294217,5109.923863913925,1.0
-1.8261065027250323,-6.873322730460533,7.835142743280574,-0.775310811599208,0.3379277148342756,-0.21128481956690306,10.585163363368983,0.9176219900181095,-0.3160770111739571,-5.198078763450324,7.253903756958778,-0.4519648118898676,-0.26227014530625564,0.1787075718090278,-41.23284519884468,-13.38640962978821,5110.033365057341,1.0
-5.9172241262370235,-6.881946329975054,4.869270003254292,0.5596933586496364,0.4031616225199841,-0.12366664085868095,10.371959340782693,0.6371415841964082,-6.857779896695466,-4.681551175327186,3.6122513195276,-0.0021034961045636458,-0.1371597590245525,0.22648391669393306,-54.9428787822386,-50.46187924602241,7314.165603083409,1.0
-11.151932357723776,0.10711875333741402,-6.5346918988241915,0.19138404893897182,0.0925276903624236,-1.5267035413808465,12.935696363214365,1.4517215603543534,-9.157468556006686,-3.9394360993074065,-4.955751322727083,0.08326835271410282,0.19502741889636305,-0.1462153652986476,178.85124123646727,-120.34017402579192,7313.976505853218,1.0
-13.654921139122099,-1.7113374770035332,-4.54180372086311,0.44504903202946194,0.7510584746353896,0.023126686910587616,14.407762422227732,0.9112759898119521,-9.187342974133168,-3.567747275523464,-4.245530104176229,-0.18054702301327252,0.21233113786421481,-0.39269290241588223,-159.84584842901654,-108.50668106936135,5109.939440066605,1.0
-0.14617314233566622,-5.57085495385218,8.128261515954046,0.19758914760409793,0.08315298042064279,-0.10924143273677153,9.896406076123796,0.22558185847029388,-1.697622122471064,-6.6460122945917535,7.376583758743943,0.007059051963300103,0.2180688617046294,-0.11892337957464762,-34.11215324704149,-1.0646477541684625,5110.03855267963,1.0
-0.4288888136726292,-2.6759320796765924,9.35387196944115,-0.5731355181003953,-2.5584163050060016,0.005119266271788679,9.819364951880868,2.5068803711928807,-1.9215933004235661,-3.3557452896482283,8.592169608703477,-0.1287111016915152,-0.5571948578816753,-0.09673217692890258,-15.936798194090857,-2.8724362033500097,7314.060000539499,1.0
-9.75343994521019,-1.6583469432739837,1.8767665113154914,-0.6497247616687803,-0.2828244084302104,0.1062420467439689,9.946831588125205,0.7088377021419543,-6.161897028814181,-5.362855572830991,4.011168747339187,-0.06059228685708792,0.00947263713306368,0.2488643496745434,-42.73108526623327,-79.26037991330811,5110.078443485853,1.0
-9.735803239980473,-1.5952165596084955,-4.395955398049809,1.1510318372581463,0.5008167130801916,-1.1705921187416999,10.54785548259024,1.653903371047121,-10.12372604264985,-3.2262061237060684,-4.274754083319903,0.115056119251642,0.42668497586581444,-0.30256066664440795,-159.96933269129644,-114.12668631610909,7314.057539116894,1.0
-13.636755904228274,-1.6511522108224985,-4.474848930631637,0.40362941559434584,0.7206797385762647,0.030892851753060273,14.304932864774454,0.8754950215119612,-9.196265524946773,-3.50075885199844,-4.184118789805953,-0.034993171738987874,0.17381726330225603,-0.41836471642192247,-159.79476546563487,-108.4122680643802,5109.983470787551,1.0
1.99312559542409,1.8096265342055393,-10.150172297692702,-0.10688979244016818,-0.03720008939673565,-0.03914836366347134,10.390778913455499,0.15685495311297687,1.7878661628009629,1.435331443744562,-5.96190841662295,-0.6829613930902828,-0.1637061522169946,-0.3085667041776669,170.0558711994755,168.8903259671783,7314.0657885966475,1.0
-0.4837775709361395,-2.7295499088194197,9.460256197365473,-0.5622490745251908,-2.4328440061032888,-0.13872150390383542,9.874112818978091,2.585157444238888,-1.8634177938951868,-3.3115160994750625,8.514486155963802,-0.11765079461946928,-0.5617824097782101,-0.22260496003443997,-15.984182626010858,-3.020277872370179,7314.064885700696,1.0
-1.898381131176981,-4.587580076670468,8.191343642067476,0.08848772930766244,-0.44727368250135224,-0.3586625890512546,9.534555084357153,0.5192675251311403,-1.2524147740191098,-6.404379877009037,7.522198430896679,-0.025246160840165788,0.07533978676046407,-0.01641638561709803,-29.271795552774662,-13.327700451324365,7313.997687880215,1.0
1.9113665711779402,1.6294300111389657,-10.027065473053248,-0.03954159168473398,0.05185046275147739,0.04409982154229085,10.397946663806845,0.11508467314924055,1.6611594857422078,1.4469356245310387,-4.893351738258563,-0.7591894804601734,-0.3573964011167775,-0.4600717993116617,170.73734722747693,169.17832038989516,5109.918879140822,1.0
1.478509172554926,0.8512064103329399,-10.311964940439106,-0.1483803988583964,0.07464724514979025,-0.03056467645003238,10.381203483278743,0.013634816770770247,1.5964943364470716,0.6690895288451639,-10.037194168723511,-0.13554003895643002,-0.041553957569488056,-0.05072995102203949,175.60373274400627,171.20877429772668,5110.036402450792,1.0
-0.14819791389205467,0.35792370303378607,6.679153485171119,1.0401979812792925,-1.2554489983678956,0.3442564162803973,6.623295173460288,1.664812115599045,-0.727218533286433,-5.495231461685694,7.3321649668625835,-0.5156386745955676,-0.021224191204555362,0.03366660774710696,3.0005680688081418,-1.4366674308320697,7314.015487098398,1.0
1.5422842206998528,0.752932192852303,-10.30702314007705,-0.0723878655096011,-0.045794217669872496,0.02142376277611408,10.365142212298592,0.07727058690229106,1.5879992189769077,0.6523993064827471,-10.035319745788657,-0.13249047025033697,0.0476445257672395,-0.040424243762274756,175.55630517156638,171.1832730078199,5109.997730998464,1.0
-11.30021039317043,0.1612323186975421,-6.463738652239984,0.17730095253590467,0.15711075144859293,-1.4982389926913338,13.132421695961346,1.4463367390997928,-9.081541777041016,-3.9942134218827845,-5.055884679061946,0.163188981256236,0.178531098698969,-0.12152187539734624,178.96807656969924,-120.34248302165038,7313.993836725938,1.0
-0.41912510516838053,-2.750569529229513,9.487110880723339,-0.5335379370305331,-2.592051808342536,0.051045127022956285,9.73735425734405,2.579474784410581,-1.9139387333370899,-3.31748677630767,8.510785607358013,-0.09037369751841418,-0.5932951898296868,-0.19758458596909217,-15.866835582934632,-3.0231109551757624,7314.039024988576,1.0
2.016387646264902,1.8167882872733923,-10.088295109304344,-0.1384725622069048,-0.017746214827344398,0.008376469683028255,10.397186291752009,0.07312405818537596,1.6933039614252727,1.4353311681535927,-5.958163397900943,-0.6798776632029276,-0.18068583553755824,-0.3556876490983043,170.04610540958942,168.85665475960934,7314.052238075593,1.0
-5.084735433020942,1.7980394383302205,7.948456082161606,-0.12116448811902601,0.001976091026160502,0.0866121433577404,9.53398798285611,0.10755768317170336,-4.938200787375057,1.7003294651529697,7.850845228685867,-0.09771813785232657,0.018856800553129716,-0.009341690662222596,12.81374114774854,-32.36332674575142,5110.016437469486,1.0
-11.25020095955959,0.10736927243010339,-6.52315759444087,0.2204259715402635,0.07347111394009453,-1.508319484125063,13.016704437979332,1.5370076048143102,-9.122976274618953,-3.903858956381582,-5.0384499979186685,0.12473273481615459,0.12762749362993064,-0.2449454103450592,178.9250041754088,-120.28400118653504,7314.044044247491,1.0
-0.19466218369162286,0.3575727085235767,6.668319662937181,1.0687703674247357,-1.1748563374230945,0.4001915544716244,6.617547098486667,1.6498850816488917,-0.6568625662558483,-5.570971219211656,7.330006408364918,-0.45908954178052647,-0.03729036426803947,0.054710351840802696,3.01246416675357,-1.4596867310542567,7314.0173477309045,1.0
-1.619350819100827,0.8579666929476257,-10.513651881366672,-0.16749211559117283,0.009862600497758243,-0.1738395520174452,10.718095500592526,0.19627190144951376,1.5394152691168534,0.6902959874450207,-10.022004516627502,-0.1198011156231948,-0.005458654431118862,-0.02632318421365628,175.082572865494,-171.34983961817952,7313.958573010567,1.0
-1.63667955168318,0.8323865259385177,-10.471718803765471,-0.09107359696089895,0.05545085611272054,-0.15597323990562667,10.625557130846925,0.22773573938252173,1.5323773248202874,0.7263333457112279,-10.098627713602243,-0.15059882144722483,-0.04417953269418771,-0.045431339419162275,175.12416204263724,-171.22257780038242,7314.0255107974535,1.0
-9.688010084242636,-2.9425574448041205,-4.6143930093834715,1.5897452736734339,0.05572303663373992,-2.9716045181379616,11.069465193334494,3.3154696838811506,-9.09496967703527,-4.22542330767215,-5.019555395308756,-0.23096119632155418,0.09543859476122753,0.5054033802179054,-147.9724859556012,-115.78357899476,5110.024672005912,1.0
-0.4851506277046811,-2.6666705032866465,9.467265126608519,-0.5482111239052732,-2.510272281964592,0.07949060337754872,9.753796909334499,2.5266399506524473,-1.8129833206592154,-3.403891341410214,8.576519347984968,-0.16288943555077298,-0.4988796959666783,-0.1543840627483181,-15.855919394674531,-2.932905514943478,7314.0243805676255,1.0
1.9367296315880589,1.6023523493609568,-10.099077449504508,-0.1262196831960931,-0.03643569618165963,-0.006729748642217688,10.404743974726184,0.04979236359262094,1.5299106222931909,1.3804793103714612,-4.927854996336246,-0.7460904113678024,-0.24592570691506202,-0.472465891921782,170.7163686935123,169.1042117966947,5110.055230456028,1.0
-9.585874093905595,-2.8860688995555837,-4.657459936736783,1.4926093687695252,0.020689809943076808,-2.9886700597284537,11.021589880609794,3.373653606786775,-9.026896070510146,-4.170316964710881,-5.0023888573109385,-0.15505741067068662,0.12828019808909752,0.6100905199520518,-147.98451590972326,-115.78191939478396,5109.95622264921,1.0
-4.972077133744763,1.8264625898716653,8.072121634318455,-0.14898613099868258,0.006320736194757053,0.009138939678316608,9.586847298305516,0.20210739695766972,-5.006400584004845,1.7712251207861742,7.921604556109574,-0.08457805194726951,-0.02145357116952438,0.060231445545944694,12.4353806061389,-31.673181918068806,7313.985663750952,1.0
-1.940789769255679,-4.579552195023914,8.181586621705579,0.13568776446043468,-0.3680648424512329,-0.2192767398592184,9.585395502888819,0.5017811628501848,-1.344179190409772,-6.522763157046497,7.452779659928974,0.04192597658461277,0.1176748936112561,-0.07247694858151119,-29.251948579194945,-13.326572040990412,7314.0091855497285,1.0
1.589772220160636,0.8778427082340672,-10.236429052729376,-0.03765304472103997,0.025440718962268252,0.08082542622761216,10.363556863706437,0.17823197989135448,1.516331786529532,0.7996361497548867,-10.035547545157241,-0.07520982084434233,0.06282026626112451,0.015230201227742756,175.57835770777353,171.0967212742893,5109.97414926452,1.0
-1.878321209081565,-6.894822312673911,7.8494612477986365,-0.6778696740975279,0.38077379512075704,-0.1917500976288467,10.535617922746537,0.89637253724716,-0.276525734089049,-5.215298091003578,7.33635571149571,-0.4280016657864104,-0.11751398818909592,0.057497599190864654,-41.22518045065001,-13.241334126275316,5110.03303332837,1.0
-5.856339227997426,-6.919978591932337,4.893263910964758,0.4402464886997039,0.3469004294104133,-0.16544459988049842,10.278283779508154,0.6583966693115177,-6.7808760394645455,-4.695750922096877,3.653873320051315,-0.1289893915237845,-0.03185432391901652,0.17101906653048266,-54.844596666299864,-50.44671194582484,7314.018409494689,1.0
-2.08555502290194,-4.439265627265424,8.239712141460343,0.612308589816611,0.8853524961893059,-1.3244287478912866,9.498229635526428,1.592761124432559,-1.9190806151153037,-3.0637731603762512,8.54690505744675,-0.2723985537846582,-0.95486849826108,0.11856155506905453,-28.06627553196053,-13.56962642953973,5109.9407593033675,1.0
-0.1613392399971133,-5.517934427584613,7.983808405599685,0.3016601809192033,0.1344909984007397,-0.07828986844936804,9.841774366139301,0.2787817821977362,-1.6810676109173763,-6.63523632342364,7.3795717810990125,-0.048008370385745694,0.1880747259574856,-0.0596778083227074,-34.21128074124347,-0.9927895411769769,5109.960008531538,1.0
-1.609977976205905,0.9006295440685694,-10.462085092497642,-0.11236026646454834,0.016098442813584274,-0.12577388142500034,10.663059390220385,0.2537304543334676,1.5739225029707298,0.7360279241248997,-10.154981205644496,-0.21332158338614302,0.025843614755482885,0.05432012715413049,175.16802830081343,-171.26520173269583,7314.015624277359,1.0
-5.00290052696978,1.7299119626120247,7.988631754589363,-0.0404824060484322,-0.061646502659402934,0.0016031318709746963,9.622650337228116,0.16162803490213126,-5.0208109898106805,1.8000771266136963,7.851843483712796,-0.03609927858357817,-0.06515003438338948,0.02558073823653606,12.87865756631772,-32.32596291678504,5110.021161506492,1.0
-13.599634901094882,-1.6820922560480833,-4.531841367436308,0.5321294567568874,0.7433398792263456,0.03892314866135373,14.445771293352198,0.8978363561396783,-9.254909224553119,-3.627174636637648,-4.142242896707084,-0.034613157776339706,0.25753317570882905,-0.43581458708325777,-159.80577830926285,-108.40150348559911,5110.026457264658,1.0
-4.945985581991963,1.7775752919847194,8.014136866763028,-0.16648608634902778,0.009985617477258351,-0.021842043937725035,9.570899553202148,0.10774363846611966,-4.9195963168480645,1.8071741657378027,7.915161303864772,-0.10684882313013072,0.00034583429564794086,0.010345497914883815,12.367143739299191,-31.666066489462487,7314.011059750734,1.0
-13.603022480257609,-1.7177826959874123,-4.589048389342478,0.5286477957378819,0.8044901545279264,-0.026355104940044484,14.3795161322516,0.7995492513465986,-9.20733855923451,-3.56548321906356,-4.260628341885695,-0.06834629102378838,0.22210590608106515,-0.5055887857653613,-159.8607370832418,-108.38243324001668,5109.906270266498,1.0
-1.9592860467356958,-4.506365183680182,8.199359732865961,0.07638178013559621,-0.3451801885621737,-0.31421993323644026,9.590068780965638,0.4634557625181052,-1.377058477767444,-6.348813144555419,7.45313201642824,-0.019614727008410056,0.1490139848733215,-0.20310110421342253,-29.21614757904289,-13.396845937301665,7313.924897884578,1.0
-5.061518629920802,1.7682334847028376,7.932077314774325,-0.09613470979240701,-0.06622031533743726,0.017399670371200198,9.560302463535159,0.10851473440795908,-4.932605705222178,1.7510418218609745,7.904163379591929,-0.07237399228867977,0.030690133721517285,0.0012548850724095392,12.901430845518187,-32.38333155882647,5110.087798397695,1.0
-2.069697329672035,-4.404121944915347,8.283663917568283,0.49913396320026066,0.9032530759388245,-1.3216000446119447,9.47054841090834,1.5975471602037152,-1.851714232604889,-3.120777089007051,8.55682929735906,-0.24131674009190984,-0.919522394570955,0.08227715845413952,-27.982934381663306,-13.531215967913676,5109.99776893201,1.0
-1.8357916690569689,-6.816377015455449,7.819197906467168,-0.745397809777712,0.4245763361060698,-0.26443742302259515,10.565311518753006,0.9074279971812743,-0.4149074085238449,-5.082243655936969,7.302632288431309,-0.5340822360180628,-0.1799886155350091,0.0393904779915584,-41.25649601941252,-13.327059394163483,5110.066065238894,1.0
-0.2157292905004886,0.37260062168793107,6.675391277864573,1.0328930229697884,-1.1887068266012184,0.3549553893704918,6.665668291557669,1.6578361580024343,-0.6175942168012976,-5.467237870045614,7.493005639859332,-0.5109048367833264,-0.0412854552752287,-0.02667052804166833,2.9882920761836167,-1.466317283012065,7314.086542652797,1.0
1.915146681259605,1.7770546097226625,-10.045578241134535,-0.12952536958075803,0.011695228988869627,-0.04244714426050513,10.475932273976719,0.26864788372615855,1.7093258942895877,1.410790274462285,-5.950244042641302,-0.6340094246604032,-0.23025684349682066,-0.3253982095153965,170.00987291729052,168.9016327546533,7314.026158498244,1.0
-4.950205713833719,1.8298919553625015,8.024470576929604,-0.14671338094919723,-0.13002751290357803,0.033779904468616645,9.52691083262275,0.16472384703101092,-4.982708004574281,1.8498513718128204,7.9289837566974875,-0.07478739663517588,-0.016591133232380543,0.04539380389095858,12.55375234400381,-31.719123267867253,7314.096833422426,1.0
-0.076322659411238,0.3657068449808682,6.592959717718579,1.0028718933846235,-1.1395390889532484,0.3170162476578783,6.686638317855521,1.7105021575359594,-0.5787964590694066,-5.543293056896718,7.40008156912597,-0.5271354688503976,-0.11600629476046564,0.10202521026285491,3.0554804379604614,-1.4953479142998258,7313.922651681403,1.0
-1.5491898128041655,0.9038152107315189,-10.389365253362541,-0.004349172402629789,0.03503071859181403,-0.16499815063585324,10.5918508290161,0.16354230897022293,1.553241299987865,0.5823892927539669,-10.077617440270803,-0.14774471708010598,-0.0008638328370581627,-0.04912440456264498,175.20817392286784,-171.33201971179483,7313.981847682071,1.0
1.921512504091185,1.7529257054278433,-10.211614162024132,-0.13663301495101773,0.061203446528304464,-0.0708481762432265,10.441010231288466,0.08392338111546235,1.62027924059734,1.395652260712786,-5.887000846583316,-0.705305141886399,-0.179674210681083,-0.3443693067793247,170.04776070950334,168.97073390188967,7314.007684712608,1.0
1.9076533572980297,1.7025711675099429,-10.09094678404194,0.006235597824204811,0.007130558255933912,-0.005146071394939236,10.372463417266486,0.17461234035601006,1.7007685783431588,1.5183097269878716,-5.938222772200551,-0.647046917378647,-0.2453273782087591,-0.3708213583789952,170.0861669366862,168.90558369316796,7313.940714849738,1.0
-5.043483694608431,1.8101059843203162,7.950505495513224,-0.08465952981106391,-0.040725517655635514,0.0775732927190752,9.473161540592299,0.1456403895269404,-4.879273214277633,1.7784714280966287,7.881859775416147,-0.16704700736581318,-0.016694300647580516,0.002949587698739849,12.895146210021283,-32.30156903556398,5110.064041330348,1.0
-5.912720591909197,-6.968953550708885,4.847212737457352,0.440391978492723,0.38107870846698616,-0.14515303445881855,10.311105179829612,0.5397787693764806,-6.785356206067854,-4.634811982818425,3.613649232462603,-0.10755979275742744,-0.018443469463594153,0.2730185782798595,-54.836445149054946,-50.484235811234086,7314.031946832891,1.0
-4.554578184191281,-6.947029635861702,-5.962310672348268,2.2697159016178556,1.3889387975130152,-0.33934601986620716,10.3487979783319,2.65491501292838,-8.86983089925424,-2.2360687563704054,-2.2202546034223016,-0.9234861225359202,-1.2258733771570067,0.3785886506753958,-130.40715883149733,-142.61599762965756,7314.077781493628,1.0
-9.583256363447443,-2.9059445767821988,-4.618586020186102,1.5736272859979368,-0.026198709816316848,-2.9625436078715195,11.1210664872301,3.3377432360627064,-9.091201872007584,-4.190534657352806,-5.069974608955372,-0.2039864572839667,0.15469605360282515,0.4956638407053871,-148.0197578142596,-115.82613967318864,5109.895557771302,1.0
-5.911712418848672,-6.986907217995485,4.90302402583844,0.49292738370659506,0.2572746185414806,-0.23861305823084183,10.320553860651096,0.5767489036257711,-6.874592838591874,-4.615607756006641,3.4626042982679643,-0.1697936833811775,-0.06635281081693759,0.30485798117678675,-54.88420303450447,-50.57258725911075,7314.0455438609415,1.0
-13.542532733965924,-1.7062105073897154,-4.507802720007702,0.45826079697438465,0.7231460841463293,-0.06829945299377962,14.425620487388144,0.8537130805412656,-9.213027285999505,-3.5219006939929334,-4.128864564383261,-0.10954008955620756,0.22060210004044292,-0.4591462843006839,-159.7880344002188,-108.44189946864196,5110.099865223277,1.0
-5.053952223100334,1.8461840063170765,7.90645261382064,-0.05132933120468604,0.008637119501456325,0.05181366441323541,9.524350808117022,0.07031749440921153,-4.973609964684544,1.7570829294348969,7.919610329155368,-0.1304931593514439,0.02427978901788653,-0.04665409108906266,12.943154982284057,-32.34248422760374,5110.061590970361,1.0
1.8938456659893932,1.6587385768945027,-10.104388249225327,-0.12865927991117948,0.01935575154084233,0.05413266572267884,10.456775317245345,0.07877785181801497,1.60677659745756,1.3564063061296365,-4.969241973328177,-0.7295183277605893,-0.25409927376514374,-0.5354711964818455,170.63415785806507,169.0057097706541,5110.043504966659,1.0
-1.5339337777793574,0.8550368138658574,-10.506844802454518,-0.11059580882157265,0.03171020336764637,-0.14716043641650417,10.63693511819802,0.16358804483051317,1.6865785486724583,0.7149868531822289,-10.165495979948007,-0.14879931538517988,-0.022052535608626106,-0.020334999603483672,175.10688179208864,-171.25520160891733,7313.948482651628,1.0
-4.9966959941786415,1.767847394057405,8.110746868672036,-0.0920072669730107,-0.04040991927607488,-0.061252978997944005,9.505144808746609,0.07762805572864304,-4.873635459986431,1.7786735549401076,7.923339713623941,-0.036377360736591674,-0.1017588987081545,0.0007343247984962255,12.428973789592904,-31.685760433793295,7314.029042120638,1.0
-1.5973007012498726,0.8787813004456111,-10.479049761412659,-0.10883740621238405,0.009755556446768204,-0.12199858916339637,10.64783652818755,0.15402862067521342,1.5011313987768395,0.7701728283998812,-10.134576674644377,-0.16214725897762988,-0.08977887507467386,-0.021629736654905703,175.23076238437793,-171.31208306594687,7313.916373518516,1.0
-5.048512739119114,1.7937840440159905,7.945305429847998,-0.009815559320971848,-0.05410521072696927,0.010436243815616782,9.545420100583685,0.09270857249774381,-4.876536839937409,1.704251870701967,7.794960770661588,-0.09809500418774542,0.1204668321374701,-0.14315732771146594,12.92607947419146,-32.36094793001953,5109.959641788759,1.0
