acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,total_acc,total_gyro,roll_avg_acc_X,roll_avg_acc_Y,roll_avg_acc_Z,roll_avg_gyro_X,roll_avg_gyro_Y,roll_avg_gyro_Z,tlt_X,tlt_Y,Still_Time,fall
1.5831080470897356,0.8749044647108705,-10.157336705680658,-0.15209986303351813,0.061367370499741974,0.002243209794485848,10.442507940732416,0.11646832616929857,1.6234464209295354,0.7100843167493831,-10.143384220462552,-0.08036996839068863,0.0520049530658457,-0.007206720407602266,175.5811073529393,171.2143286738712,5109.975135554664,1.0
-9.564667747539522,-2.9389374085898123,-4.703334022360716,1.5277288169127965,-0.09281629532000994,-2.9915333874694636,11.026052737196268,3.334889207260759,-9.02534640091592,-4.291079136997941,-5.038541730459586,-0.37469331124921457,0.18349842281390596,0.6183401583301519,-148.0410171780302,-115.78113564635129,5110.06213407628,1.0
1.570080169967968,0.7872280185601204,-10.211075016723862,-0.14741503241065412,0.01115713478094539,0.09930431387267315,10.32373954735286,0.1082280760418716,1.5916477423866677,0.8198369301757833,-10.021933173359683,-0.05951433865419333,0.05319258736759175,-0.00046170965080220144,175.58007841307875,171.22452097988887,5110.072390160745,1.0
-11.19701613456364,0.12703788734769475,-6.579081090602119,0.27420681132157587,0.1661146269348569,-1.3847251603329034,13.005420689597898,1.4799537083833723,-9.075262423764922,-3.978513012703718,-4.9812488319219606,0.10827830534868949,0.12168061629769769,-0.13590122464972848,178.85889246154582,-120.24247363917938,7314.027022997603,1.0
-11.253107806923659,0.10783705140235333,-6.487889725338339,0.2260228274486525,0.22218140725918256,-1.4192558434271405,13.050471681375132,1.423472386654089,-9.084186761354454,-3.920152222186851,-4.9880387321974835,0.11168637510435134,0.012121814849437418,-0.2154825669217018,178.8190465997168,-120.28020198376397,7314.066384286645,1.0
-4.898568065430377,1.7377134459505292,8.022668446201305,-0.13396075491453568,0.056379619603792265,0.07942634190794419,9.570830013742638,0.10912910770208852,-4.918513741218609,1.7835191852782977,7.847765729988173,-0.15398549856185748,0.02886527627776242,-0.005661018121776289,12.527381943270633,-31.764156556360128,7314.039339973694,1.0
-5.012418517239318,1.7524136959578553,7.987543982523142,-0.06748760078618554,0.0012995054663388142,-0.006959273641647041,9.562521703934703,0.13374541708974694,-4.94948619816299,1.779048588144993,8.021880995872772,-0.15003975303634715,-0.01587283342109683,-0.0448875442972722,12.501452411004198,-31.798310710976843,7313.986728374993,1.0
-0.19439847028824092,0.3566889706671515,6.67476803923579,1.0900103389969302,-1.282397287706562,0.38366120679663146,6.7152026743221835,1.6454243066853362,-0.6918177886036118,-5.45700637319165,7.392424147922896,-0.5715635979151256,-0.018871586523871144,0.002656365313164242,2.9772854350496254,-1.4765185777057084,7313.987713729874,1.0
-1.7516652029023532,-6.8931788278711315,7.724949046253768,-0.7942291623286843,0.37378471638284205,-0.33299649207544557,10.600188370555045,0.9229471804184833,-0.40114877103140856,-5.139883123526029,7.2869408964445,-0.39297806048436346,-0.1593467263099986,0.08913341884051516,-41.283896481000355,-13.246988223362342,5109.9497699893955,1.0
1.8917121001927102,1.5491404427404198,-10.09821361815545,-0.008341320592758508,0.06210668221200376,-0.07115147897686162,10.308297466240393,0.14495736488020738,1.7014746946170893,1.4043685617448856,-4.8841205770686,-0.7015727245992742,-0.272859671568457,-0.41524853536403017,170.77083190641542,169.1791179798971,5110.011988459539,1.0
-1.5857845793770227,0.9318500873886292,-10.407579578823823,-0.1795198238495787,0.05323953445943189,-0.15001507562818014,10.60419402750943,0.16915244772074475,1.6652271756241677,0.8197955542395194,-10.072030841582354,-0.07684206069676996,-0.007488834809171251,0.04665861939017155,175.14665288293386,-171.32762873791336,7314.074794220314,1.0
-0.4713356277068492,-2.6986920240643353,9.335371224960532,-0.5485202024772675,-2.4743516432672052,0.015341286316765554,9.717219046805383,2.6032179557018478,-1.9150510755658352,-3.3113730274335174,8.532215038556876,-0.11896075938949989,-0.5986643362048634,-0.15987508794196045,-15.95595433364451,-3.129558597095017,7314.056466689231,1.0
-9.64558083578417,-2.8532652134318375,-4.715646097691241,1.4450954743092066,0.041242359487305945,-3.0041812197583635,11.071012940394958,3.3266558644514297,-8.997496697585563,-4.258106485328932,-5.1333609883076985,-0.21280656580289253,0.21022679986480464,0.5891099361521412,-147.97268253776804,-115.81376430211972,5110.053820751122,1.0
-13.60690239698237,-1.5936775988139833,-4.4435966246696665,0.3778141752162684,0.6876016598704353,-0.05392663731414723,14.439850226774324,0.8002600848370577,-9.317542388192086,-3.584500563744548,-4.251838263515651,-0.05518455064756243,0.19644321392626815,-0.41772185511689663,-159.83095505356818,-108.44897934492845,5110.074615807664,1.0
-0.15358276061778173,-5.399602646525655,8.13293667820342,0.29551943608738174,0.23687880533355882,-0.12246576271105689,9.934005427666197,0.28212519784323625,-1.5819465967839543,-6.62147884500103,7.314793069711251,-0.024807258238446313,0.21515695106313654,-0.1623620739081954,-34.217186556839046,-1.0402390201057616,5110.006018422869,1.0
-1.9672390662777837,-4.407050679943279,8.337044120303313,0.4902725047434489,0.8186332248648516,-1.2528206613347852,9.57314372610975,1.6319169790965384,-1.9432898125968587,-3.107692918710159,8.473591287200785,-0.21857143518640965,-0.9888831879843909,0.10917827644132866,-28.020103119091537,-13.509364474535039,5109.940448439768,1.0
-1.818416771692971,-6.9073191556161895,7.830016042739747,-0.6539460207388348,0.39052652345976424,-0.19234979729031837,10.623532549356286,0.8231968432147011,-0.4121391954416446,-5.116265941647546,7.274375823537667,-0.44648068788565637,-0.10537545209761155,0.0683183967948076,-41.16840631648666,-13.325921876733993,5110.033086702615,1.0
-0.4982120588996686,-2.6159100280769434,9.448858270473274,-0.5423086477683683,-2.516096739936952,0.004081093820411816,9.75286254795956,2.630855914388369,-1.910990213226193,-3.3995604318858987,8.566889168390395,-0.11032143187109572,-0.5814011489042424,-0.18594151362148342,-15.969937575295523,-3.0725532453105524,7313.999335627224,1.0
-13.627708524693103,-1.6510018397576365,-4.563072895714897,0.5343255919846414,0.7259183469368793,0.014356523226325954,14.45479095051151,0.8711986368844024,-9.13386613012027,-3.5405370728493883,-4.20457489165949,-0.022562138913560216,0.2780308945063223,-0.48487476869461144,-159.81528351196556,-108.44663202551249,5109.973998262462,1.0
-9.719025818538801,-1.57136994142496,-4.28494149992377,1.171117806999013,0.46844947947009635,-1.049181035988765,10.720425011654,1.662064408619375,-10.13102393618411,-3.1219191077853585,-4.286078361426934,0.10370741124742588,0.2999848828358374,-0.34634956943735645,-159.9563190789798,-114.12911959236038,7314.023965450428,1.0
1.5487979721050402,0.7613988159191764,-10.221409807075506,-0.0877620431775009,-0.012254504205683237,-0.062390340672468146,10.36731226430826,0.08239536918877212,1.503111469064752,0.7350146524458032,-10.004444540759973,-0.14751714231138857,0.05552210187309236,0.03498784183900841,175.51168315645484,171.1909108463876,5110.060278761441,1.0
-4.877286915988051,1.847756902619837,8.012165687714903,-0.078669199338638,0.09672489519538009,-0.044958887024213766,9.632528113404192,0.11457487490421206,-4.982354058732186,1.7762073870746662,7.87433534896303,-0.130786477572003,-0.03261845720935882,0.04756018173845702,12.521714669698088,-31.665039809339305,7313.9287914595225,1.0
-9.721177771354574,-1.7283705271342784,1.8318043352871234,-0.628908119425734,-0.27583175736484783,0.10406802343533794,10.09528263675296,0.6949487696234978,-6.1189730468583585,-5.273153160678298,4.033000520529737,0.07316290766062356,0.020419098342534338,0.2955053490617807,-42.79475744288903,-79.26118816197575,5110.0678853526515,1.0
-4.9816041742158275,1.6909343793561191,7.921899750058749,-0.13521787292779466,0.015595800138925612,0.003608249485804788,9.524468542876479,0.21075761240115348,-4.95629806911003,1.8163891897208173,7.908632221185604,-0.18711817263856942,-0.017215643804311644,-0.02771045907325332,12.436054230861679,-31.684524176434177,7314.038364882136,1.0
-1.82137560300261,-6.873874456411017,7.754059118337627,-0.7210206832543085,0.3801544025400278,-0.3175765734053525,10.600876828049882,0.835686300165859,-0.3335191811924199,-5.152671445549913,7.409961225903703,-0.5184106518596515,-0.14248957332004583,0.1101350818743631,-41.25669751351274,-13.308082848238026,5109.949508340789,1.0
-1.6215927963936287,0.8560265565672087,-10.533008220284158,-0.1059836033951845,0.05140932623036117,-0.1869926248733652,10.700687894748866,0.10474652461166299,1.6378043079949283,0.7373449196587957,-10.11918769537976,-0.09882155208948798,0.002192715673520361,0.03391499116785359,175.18008931985074,-171.34145404045566,7313.973703886051,1.0
-9.616759214476916,-2.812072201638588,-4.657191239098267,1.5183639428319315,0.07488687606464178,-2.9812336313547734,11.070012023972833,3.3309648088155126,-9.054903027409104,-4.115058927451778,-5.125772103922953,-0.25086735066642496,0.14644089213713213,0.40274761634013445,-148.01381786775485,-115.82861018358238,5109.908285248314,1.0
1.9786528848322997,1.756639354579371,-10.114049751553683,-0.11682783722237615,-0.05033640964101302,0.07812585056358891,10.404092220426087,0.11203802587493293,1.6110607064373759,1.448471713741776,-5.9135825270316245,-0.580571870283918,-0.22858377391294132,-0.3963767909800131,169.9965355005164,168.93564983237107,7313.989577206595,1.0
-5.0370055695217655,1.7809296281118412,7.968815640588626,-0.10528712290551487,-0.042483402896480386,0.07027075694354096,9.61043135221819,0.09999738285590493,-4.893560665985873,1.778998686841873,7.950775974280259,-0.11550263227465572,-0.053419002842771846,0.0559144350914862,12.44214724143624,-31.692013178265313,7313.999622577692,1.0
-0.49843382677470205,-2.6773919828166917,9.384054408243696,-0.576662106546954,-2.506822894722124,-0.02400854503676829,9.863629814444923,2.639136843587381,-1.8835321465210184,-3.3354814333091314,8.511637582428119,-0.10773000932306695,-0.5554952274057788,-0.2319566905121856,-16.02557091002293,-2.9874594244145887,7313.965372047354,1.0
-5.081285112322589,1.7126485105832503,7.989841352005207,-0.0929947828987363,0.02312262587156183,0.11723830827534601,9.483280143506201,0.07146230781154461,-4.852434324508067,1.795065538538063,7.85247079752277,-0.09499164695409375,0.04217739936315332,-0.030423582338412893,12.861723526114899,-32.33877499956936,5110.034001480298,1.0
-1.5658626634900896,0.8501018846910857,-10.405297749343326,-0.13260861622659012,0.023127480515299788,-0.2072915415910711,10.69787102719459,0.26582668921929054,1.5330725135118877,0.77434158908235,-10.18213000299478,-0.1754789101889916,-0.049121397327312244,-0.057332030241657755,175.22769678340055,-171.3155647787636,7313.972522789652,1.0
-0.17998963860275366,0.33933136092443383,6.7412052656156884,1.0703559618335645,-1.1971505449482405,0.33035641889761275,6.6139745021096426,1.752547095637631,-0.7100267019189344,-5.432533471710561,7.450785076680801,-0.5994715124381569,-0.04474217448094097,-0.005221507614375887,2.992808162930889,-1.4309059994934208,7314.068034032296,1.0
-0.02660124759083579,-5.514462365798391,8.177167501495365,0.1978355797265659,0.1573894355120294,-0.19195674870558438,9.775766106087723,0.27099172521826237,-1.6235748512641115,-6.64842206861795,7.277380746729281,0.08038086243975397,0.10765105807818709,-0.13029386334342,-34.08192504053968,-1.0683081689509555,5109.986454428089,1.0
-4.925725274704274,1.7423654653927696,7.930033483177406,-0.10136230275648898,0.05160278593849455,0.07329944137266454,9.52945820633475,0.12808019749595725,-4.985917965037523,1.7765951788972383,7.909217183857897,-0.13597127479981966,0.005009403171093402,0.040456171834605266,12.414771356809961,-31.759194925554223,7313.973398403447,1.0
-13.502001140857352,-1.6970265323828628,-4.498340655169019,0.4771893950535659,0.8001554176338344,0.05008280449048224,14.421574084616543,0.9210608828132809,-9.294798231286661,-3.5090486525270403,-4.190276735564556,0.07788278819419706,0.23878262528533584,-0.3996050591478841,-159.86868542573052,-108.4063137903751,5110.013084344771,1.0
-1.9767066225962397,-4.594122982754533,8.199720715208368,0.07373108013839608,-0.379462868049179,-0.3676054326308007,9.578201048940793,0.55090203377583,-1.3510828570659184,-6.527800446175574,7.476322801128714,0.010583313359864066,0.18015767808595462,-0.07108549289928173,-29.270143753393626,-13.30930337515775,7313.966014869632,1.0
-0.14323207838031005,-5.556094806441708,8.1691687314081,0.18989757016583114,0.16935127947951312,-0.11478589470426634,9.830822796165963,0.2735344976040717,-1.7015952492474093,-6.602831127474059,7.198929791218892,0.037538519732149195,0.14092613435765866,-0.12643349752668614,-34.07887352148114,-1.0529284309834843,5110.0662499871205,1.0
-1.573284957068112,0.8295316924308187,-10.51135721755133,-0.08596209769297508,0.11205222668787057,-0.15869423346943384,10.645113414013316,0.24879974948806974,1.5704672407500821,0.6906437718390386,-10.078999032284194,-0.20791865793961994,0.024050649814309773,0.04847486151607243,175.1967992568792,-171.3736355357336,7314.03145722603,1.0
-0.5729218903031467,-2.649128429691054,9.44001991882883,-0.6641072136157209,-2.4935784451768233,0.031894148518902196,9.762297646161493,2.5792910266876388,-1.8661137941421786,-3.3915257948051662,8.477067870264701,-0.03304523161197681,-0.5587180102760713,-0.07016371310154912,-15.948190447999936,-3.055622107258301,7314.004304741276,1.0
-8.31350050492999,2.010841604450915,4.066195905250648,-0.5266706681019669,-1.3599775669112322,0.3904153634175745,9.423640708301004,1.4881142603757527,-9.044664870691083,-3.1207316573969566,-3.7805179961693525,-1.0073927235335078,-1.268825007855388,0.4071565232144931,25.112802310248476,-64.01341490447585,5110.064412401393,1.0
-11.268585846362795,0.03248387068758628,-6.539798346959286,0.1987056269893474,0.048450386288220015,-1.5412439465037537,12.997884362018887,1.50220686709927,-9.077461264881299,-4.028564679712791,-4.972781056427221,0.1725010482114907,0.13047856572070163,-0.18845622132327539,178.84968430358575,-120.35325971942787,7314.038454876824,1.0
-11.232617759289273,0.13134127012380858,-6.649813907526611,0.29063628565058885,-0.02359428664637582,-1.5110000977332358,12.922951281868954,1.5480542573189793,-9.126132141316663,-3.9616117895860543,-5.018582154950935,0.1634639323195398,0.03936802105496921,-0.18297831133479284,178.90023547489062,-120.24265625348633,7313.918558180871,1.0
1.4898779088674297,0.8112710189994025,-10.226104763914913,-0.13217349742283377,-0.0650236036556596,0.018127029934055412,10.382442331075039,0.08351797004592787,1.6392062672192058,0.6546459267670387,-10.053150021823138,-0.09617222923892227,-0.0004926480786913043,-0.13070431442693775,175.5868250037892,171.23565228107722,5110.011375428837,1.0
-1.881689984270081,-4.361838261505491,8.240180547823881,0.6621032838914663,0.8106512951736289,-1.3186018794815788,9.648362704600652,1.625144306282515,-1.8856515215352596,-3.1673733360658307,8.577990868104399,-0.2871695338696961,-0.8895428660868646,0.0404159069400304,-28.076114848327805,-13.60116346252412,5109.95657915787,1.0
1.9530975553076253,1.6227861524647595,-10.137643517759,-0.20098106888964568,0.09157599141786946,-0.02605930340051584,10.349338083683817,0.19332356420874902,1.6170391162076565,1.356115302538298,-4.902569597356079,-0.7903573324315027,-0.309587378350119,-0.36820797478634976,170.75715608267976,169.0855284192922,5109.9519029996245,1.0
-5.964618299468318,-6.8972411010618435,4.88992476992012,0.5564653271988806,0.3264171677794084,-0.20737417856557083,10.358571415778949,0.5702014217597667,-6.82785451833933,-4.6172164178808,3.608532741794757,-0.19036679345245242,-0.10536588691251303,0.23718590383759586,-54.86832396000489,-50.54520921482176,7314.084137855964,1.0
-8.349225507605258,1.7773611559174587,4.063123316892515,-0.5061084686447102,-1.225896477818765,0.41133780840911854,9.406471418500997,1.4774343367563914,-8.974734929377679,-3.1494432964925068,-3.7732804211539803,-1.0101654573360324,-1.2019541707581984,0.361269087299834,25.02805568733738,-64.0980014680449,5109.99998623381,1.0
